recipe_name,ingredients,location,restaurant_type,cuisine_type,dish_category,price_point,price_range,cooking_method,spice_level,dietary_tags,preparation_time,instructions,launch_date,season,neighborhood_type,population_density,area_income_level,region,avg_monthly_sales,customer_rating,review_count,profit_margin,food_cost,success
Falafel Wrap,"tahini, cucumbers, herbs, chickpeas, olive oil",Vancouver Canada,casual_dining,mediterranean,appetizer,12.46,budget,sauteed,medium,"dairy_free,keto",40,,2023-01-26,winter,residential,medium,high,north_america,354,4.9,68,0.57,4.84,1
Rajasthani Thali,"ghee, red chilies, cream, butter, vegetables, onions, onion, red meat",Vancouver Canada,cafe,rajasthani,appetizer,8.2,budget,baked,hot,"high_protein,keto",44,,2022-06-10,summer,residential,medium,high,north_america,96,3.9,9,0.53,3.12,1
Modak,"onions, salt, prawns, potatoes, butter, green chilies",Hyderabad India,fast_food,maharashtrian,main_course,7.95,budget,roasted,medium,none,20,,2024-01-25,winter,business_district,high,medium,india,232,3.9,23,0.42,5.26,1
Malabar Biryani,"cream, rice, tamarind, green chilies",Leicester UK,fast_food,kerala,appetizer,9.17,budget,baked,medium,mild,25,,2022-02-27,winter,suburban,medium,medium,europe,582,3.9,160,0.49,5.55,1
Gujarati Thali,"coriander, pepper, herbs, butter, oil",Goa India,cafe,gujarati,side_dish,13.45,mid_range,sauteed,mild,vegan,39,,2022-01-08,winter,tourist_area,low,medium,india,194,3.7,25,0.47,6.27,1
Butter Chicken,"lemon, pepper, tomatoes, coriander, onions",Jaipur India,fine_dining,north_indian,beverage,70.22,luxury,steamed,very_hot,vegan,13,,2022-11-11,fall,suburban,medium,low,india,184,4.9,20,0.56,33.24,1
Payasam,"garlic, coconut oil, herbs, pepper, spices, oil, salt, cream",Kolkata India,casual_dining,kerala,dessert,22.09,mid_range,steamed,mild,none,37,,2024-01-10,winter,downtown,very_high,medium,india,276,4.5,70,0.44,12.53,1
Premium Fish Molee,"rice, herbs, lime, coconut oil, onion, jaggery",Goa India,food_truck,kerala,appetizer,6.6,budget,baked,mild,none,13,,2023-06-24,summer,tourist_area,low,medium,india,71,4.2,15,0.43,4.26,1
Korean BBQ Tacos,"lime, pepper, meat, onion, specialty sauces",Jaipur India,casual_dining,fusion,dessert,21.31,mid_range,roasted,medium,none,11,,2023-04-22,spring,suburban,medium,low,india,185,4.1,20,0.37,10.87,1
Kulfi,"kidney beans, ginger, lemon, garlic, potatoes, spices, wheat flour, cream",Ahmedabad India,fine_dining,punjabi,main_course,38.8,upscale,roasted,hot,"keto,spicy,mild",32,,2022-04-03,spring,residential,high,medium,india,154,4.7,20,0.53,20.63,1
Premium Chole Kulche,"spices, wheat flour, coriander, cream, mustard greens",Toronto Canada,casual_dining,punjabi,appetizer,13.83,mid_range,baked,very_hot,"low_carb,spicy",26,,2023-12-09,winter,suburban,high,high,north_america,162,4.8,34,0.6,5.93,1
Spaghetti Carbonara,"herbs, butter, oil, lemon, spices",Vancouver Canada,casual_dining,italian,main_course,11.66,budget,baked,mild,"paleo,gluten_free,spicy",19,,2022-10-26,fall,residential,medium,high,north_america,311,4.6,60,0.44,7.42,1
Dal Baati Churma,"herbs, spices, beans, vegetables, dried berries, pepper, ghee, lime",Chennai India,fast_food,rajasthani,beverage,5.81,budget,grilled,medium,"keto,spicy,vegetarian",12,,2022-12-02,winter,residential,high,medium,india,355,4.7,97,0.52,2.36,1
Signature Aloo Tikki,"butter, garlic, onions, green chilies, vegetables, lemon, cream",Hyderabad India,fine_dining,indian_street_food,dessert,35.26,upscale,fried,mild,"dairy_free,low_carb,mild",37,,2022-11-27,fall,residential,high,medium,india,172,4.9,42,0.47,16.75,1
Nachos,"corn tortillas, beef, cilantro, pepper, oil, butter, onion, vegetables",Los Angeles CA,fast_food,mexican,appetizer,9.82,budget,grilled,very_hot,mild,30,,2022-04-10,spring,residential,high,high,north_america,401,4.1,63,0.52,5.56,1
Signature Guacamole,"salt, butter, garlic, vegetables, chicken, lime, beef, cheese",Vancouver Canada,fast_food,mexican,dessert,5.58,budget,raw,medium,none,10,,2022-12-26,winter,downtown,medium,high,north_america,296,4.1,30,0.56,2.61,1
Bruschetta,"butter, garlic, parmesan, basil",Bangalore India,food_truck,italian,dessert,5.13,budget,baked,medium,"mild,paleo,gluten_free",14,,2022-04-22,spring,downtown,high,medium,india,155,4.3,16,0.53,2.66,1
Mumbai Street Food,"coconut, salt, green chilies, kokum, lime",Kochi India,cafe,maharashtrian,side_dish,11.02,mid_range,raw,medium,"gluten_free,spicy",36,,2022-10-21,fall,tourist_area,medium,medium,india,132,4.1,26,0.48,5.97,1
Rajma Chawal,"potatoes, pepper, chickpeas, mustard greens, onion, yogurt",Seattle WA,fast_food,punjabi,dessert,5.84,budget,steamed,mild,"vegetarian,gluten_free",16,,2023-10-30,fall,residential,medium,high,north_america,262,4.7,61,0.52,3.26,1
Puran Poli,"butter, pepper, garlic, oil, lime, pav bread",Lucknow India,cafe,maharashtrian,main_course,14.99,mid_range,roasted,mild,"gluten_free,dairy_free,low_carb",15,,2024-02-28,winter,tourist_area,medium,low,india,190,4.0,40,0.52,7.7,1
Thepla,"ginger, lime, coconut, mustard seeds",Toronto Canada,food_truck,gujarati,appetizer,5.57,budget,sauteed,very_hot,nut_free,12,,2022-01-22,winter,suburban,high,high,north_america,151,4.6,34,0.48,2.91,1
Punjabi Kadhi,"spices, coriander, ghee, butter, onion, pepper, oil",Austin TX,cafe,punjabi,beverage,13.79,mid_range,baked,hot,"high_protein,paleo",16,,2023-05-20,spring,downtown,medium,medium,north_america,118,3.9,34,0.51,7.17,1
Sweet and Sour Pork,"lime, soy sauce, cream, noodles, spices, rice, butter, pepper",Leicester UK,fine_dining,chinese,main_course,26.47,upscale,baked,hot,"mild,vegetarian,dairy_free",16,,2023-04-14,spring,suburban,medium,medium,europe,63,4.6,8,0.46,15.46,1
Dahi Puri,"potatoes, butter, spices, lemon, chaat masala, garlic",Vancouver Canada,fast_food,indian_street_food,side_dish,10.72,budget,sauteed,hot,"dairy_free,high_protein",14,,2022-07-27,summer,downtown,medium,high,north_america,303,4.3,34,0.54,4.57,1
Malabar Biryani,"curry leaves, coconut, butter, black pepper, oil",Bangalore India,fast_food,kerala,beverage,5.23,budget,raw,medium,dairy_free,20,,2022-11-13,fall,suburban,high,medium,india,429,4.2,68,0.44,2.89,1
Fried Rice,"noodles, oil, pepper, soy sauce, seasonings, onion",Goa India,cafe,indo_chinese,side_dish,7.51,budget,steamed,hot,"mild,vegan,dairy_free",12,,2023-12-26,winter,downtown,low,medium,india,181,4.1,28,0.37,4.81,1
House Special Payasam,"butter, coconut oil, curry leaves, fish, oil",Goa India,food_truck,kerala,appetizer,5.41,budget,roasted,hot,"dairy_free,vegan,keto",24,,2022-11-02,fall,residential,low,medium,india,160,3.8,31,0.47,2.5,1
House Special Tiramisu,"pasta, parmesan, oregano, mozzarella, spices, herbs, vegetables, oil",Hyderabad India,fast_food,italian,dessert,8.55,budget,grilled,hot,"nut_free,high_protein",35,,2022-03-22,spring,tourist_area,high,medium,india,297,4.2,37,0.48,4.7,1
House Special Vada Pav,"jaggery, ginger garlic, butter, onion, herbs, lime",Hyderabad India,food_truck,maharashtrian,beverage,4.54,budget,steamed,medium,keto,20,,2022-10-30,fall,business_district,high,medium,india,202,3.9,33,0.48,1.96,1
House Special Sweet and Sour Vegetables,"lemon, vegetables, vinegar, ginger garlic, pepper, lime",Kochi India,fast_food,indo_chinese,dessert,11.34,budget,fried,very_hot,vegetarian,43,,2023-09-06,fall,tourist_area,medium,medium,india,306,4.3,82,0.45,5.69,1
Chicken Curry,"fish, salt, lemon, butter, green chilies, curry leaves, lime",San Francisco CA,cafe,kerala,side_dish,8.88,budget,fried,mild,none,14,,2022-02-01,winter,suburban,high,high,north_america,180,4.3,21,0.5,4.51,1
Idli Sambhar,"urad dal, fenugreek, lime, herbs, oil, cream, salt, mustard seeds",San Francisco CA,food_truck,south_indian,beverage,7.74,budget,sauteed,mild,vegetarian,31,,2022-08-14,summer,residential,high,high,north_america,165,4.3,32,0.53,2.98,1
Tabbouleh,"chickpeas, onion, olive oil, butter, tahini, oil, vegetables",Austin TX,food_truck,mediterranean,dessert,5.29,budget,steamed,medium,none,28,,2023-05-07,spring,tourist_area,medium,medium,north_america,161,4.1,38,0.47,2.91,1
Aloo Paratha,"potatoes, green chilies, pepper, herbs, ghee, butter",Chennai India,fine_dining,punjabi,main_course,68.6,luxury,sauteed,medium,none,12,,2022-01-03,winter,tourist_area,high,medium,india,133,5.0,23,0.5,31.08,1
Classic Burger,"beef, chicken, garlic, herbs, pickles, cream, oil, onions",New York NY,cafe,american,dessert,12.99,mid_range,steamed,very_hot,dairy_free,39,,2022-04-21,spring,residential,high,high,north_america,254,4.5,64,0.57,5.93,1
Rava Idli,"urad dal, cream, coconut, fenugreek, lime, rice",Lucknow India,cafe,south_indian,main_course,9.48,mid_range,steamed,medium,"gluten_free,vegetarian,high_protein",33,,2023-05-20,spring,residential,medium,low,india,119,4.2,25,0.42,4.75,1
Classic BBQ Ribs,"garlic, lemon, vegetables, chicken, onions",Vancouver Canada,food_truck,american,side_dish,7.02,budget,roasted,hot,keto,18,,2024-01-08,winter,tourist_area,medium,high,north_america,184,4.3,31,0.46,4.34,1
Hot Pot,"pepper, scallions, lemon, spices",London UK,fine_dining,chinese,beverage,48.45,luxury,baked,mild,none,10,,2023-11-09,fall,downtown,high,high,europe,79,5.0,11,0.56,19.38,1
Churros,"cream, garlic, vegetables, cheese, lemon, butter",Mumbai India,fine_dining,mexican,side_dish,61.84,luxury,raw,hot,"high_protein,vegetarian",12,,2023-05-03,spring,residential,very_high,medium,india,162,5.0,20,0.6,21.84,1
Apple Pie,"bacon, tomato, garlic, lime, salt, vegetables, beef",Jaipur India,fine_dining,american,main_course,51.72,luxury,roasted,very_hot,"mild,dairy_free,spicy",42,,2023-06-02,summer,suburban,medium,low,india,104,5.0,16,0.6,17.67,1
Shorshe Ilish,"potatoes, pepper, cream, fish, mustard oil, herbs, panch phoron, butter",Bangalore India,cafe,bengali,beverage,15.53,mid_range,sauteed,very_hot,nut_free,36,,2023-11-26,fall,business_district,high,medium,india,143,4.2,18,0.44,8.99,1
House Special Punjabi Kadhi,"oil, garlic, wheat flour, onion, mustard greens, vegetables",Bangalore India,cafe,punjabi,main_course,10.22,mid_range,roasted,mild,"vegan,high_protein",41,,2023-05-02,spring,suburban,high,medium,india,153,4.2,32,0.49,4.16,1
Tikka Masala Pasta,"salt, herbs, mixed vegetables, lemon, fusion spices, spices, cheese",Lucknow India,food_truck,fusion,appetizer,6.8,budget,grilled,mild,"nut_free,keto",25,,2022-09-20,fall,downtown,medium,low,india,195,4.3,53,0.43,4.25,1
Aloo Posto,"oil, pepper, panch phoron, spices, prawns, jaggery, potatoes",Miami FL,food_truck,bengali,appetizer,7.49,budget,steamed,mild,"vegetarian,vegan",13,,2023-06-29,summer,suburban,medium,high,north_america,82,4.0,15,0.46,4.1,1
Malabar Biryani,"black pepper, spices, jaggery, fish",London UK,fine_dining,kerala,beverage,77.93,luxury,fried,medium,"nut_free,vegetarian",26,,2022-06-22,summer,downtown,high,high,europe,103,5.0,24,0.52,32.95,1
Chef's Aloo Posto,"mustard seeds, mustard oil, prawns, coconut milk",Bangalore India,cafe,bengali,appetizer,10.13,mid_range,fried,hot,"keto,high_protein",31,,2023-01-24,winter,downtown,high,medium,india,219,4.0,35,0.49,6.16,1
Shrikhand,"pepper, ginger, sesame oil, lime, spices",Jaipur India,casual_dining,gujarati,dessert,12.84,budget,baked,medium,"gluten_free,high_protein",19,,2023-09-21,fall,business_district,medium,low,india,321,4.6,34,0.48,6.11,1
Chilli Chicken,"soy sauce, ginger garlic, cornflour, spices, green chilies, rice, cream, seasonings",Pune India,fine_dining,indo_chinese,main_course,37.17,upscale,fried,medium,paleo,19,,2022-05-17,spring,downtown,high,medium,india,132,4.9,32,0.42,25.14,1
House Special Spaghetti Carbonara,"butter, onion, lemon, tomatoes, pepper, cream, pasta",Lucknow India,casual_dining,italian,main_course,16.73,mid_range,grilled,hot,vegetarian,17,,2022-10-22,fall,downtown,medium,low,india,338,4.4,52,0.64,6.37,1
Rajma Rice,"oil, yogurt, coriander, red chili powder, butter, basmati rice",Los Angeles CA,cafe,north_indian,side_dish,7.0,budget,steamed,mild,none,33,,2022-09-24,fall,residential,high,high,north_america,93,4.4,24,0.43,3.85,1
House Special Sandesh,"panch phoron, potatoes, spices, poppy seeds, fish, lime, coconut milk, prawns",Seattle WA,fast_food,bengali,dessert,10.95,budget,steamed,mild,none,23,,2023-11-27,fall,downtown,medium,high,north_america,401,4.2,66,0.4,5.37,1
Classic Dim Sum,"herbs, chili, scallions, vegetables",Mumbai India,food_truck,chinese,appetizer,7.58,budget,sauteed,very_hot,"nut_free,vegetarian,dairy_free",29,,2022-06-13,summer,tourist_area,very_high,medium,india,144,4.1,31,0.51,4.18,1
Rasam,"onion, mustard seeds, oil, butter, lime",Bangalore India,food_truck,south_indian,main_course,4.4,budget,baked,very_hot,"dairy_free,vegetarian",18,,2022-11-17,fall,residential,high,medium,india,114,4.3,23,0.46,2.86,1
Chef's Mawa Kachori,"garlic, oil, cream, pepper, cardamom, lime, wheat flour",Goa India,fast_food,rajasthani,beverage,7.73,budget,baked,hot,"dairy_free,mild,low_carb",39,,2022-12-17,winter,suburban,low,medium,india,380,3.8,81,0.37,5.12,1
Kulfi Falooda,"spices, onion, lime, green chilies, lemon, coriander, pepper",Kochi India,casual_dining,indian_street_food,side_dish,14.57,budget,roasted,medium,spicy,22,,2022-01-25,winter,tourist_area,medium,medium,india,333,4.2,54,0.44,8.35,1
Classic Rogan Josh,"tomatoes, coriander, garlic, yogurt, red chili powder, garam masala, herbs, onion",Lucknow India,casual_dining,north_indian,side_dish,14.79,budget,steamed,mild,"high_protein,dairy_free,paleo",38,,2022-03-30,spring,residential,medium,low,india,306,4.7,66,0.54,7.43,1
Deluxe Kerala Sadya,"coconut oil, butter, jaggery, tamarind, herbs, vegetables",Seattle WA,cafe,kerala,side_dish,10.22,mid_range,roasted,mild,paleo,44,,2022-02-02,winter,residential,medium,high,north_america,188,4.4,52,0.58,5.15,1
Modak,"lemon, onion, kokum, pav bread",San Francisco CA,cafe,maharashtrian,main_course,12.42,mid_range,fried,hot,none,35,,2024-02-11,winter,business_district,high,high,north_america,120,4.2,17,0.57,5.8,1
Buffalo Wings,"beef, bacon, spices, butter, tomato, chicken",Birmingham UK,casual_dining,american,appetizer,19.67,mid_range,roasted,medium,"dairy_free,spicy,keto",32,,2023-07-12,summer,tourist_area,high,medium,europe,298,4.5,70,0.55,8.02,1
BBQ Ribs,"lettuce, lemon, cheese, oil, butter",Los Angeles CA,fast_food,american,side_dish,9.25,budget,roasted,hot,"vegan,spicy,paleo",41,,2023-06-06,summer,suburban,high,high,north_america,495,4.1,91,0.5,4.89,1
Signature Chilli Chicken,"green chilies, oil, seasonings, cream, rice, vegetables",London UK,fast_food,indo_chinese,main_course,10.77,budget,steamed,hot,"mild,high_protein",43,,2023-03-18,spring,residential,high,high,europe,503,4.4,88,0.43,5.9,1
Classic Bruschetta,"oil, cream, lemon, parmesan, spices, lime, butter",Kolkata India,food_truck,italian,appetizer,6.54,budget,fried,mild,vegan,41,,2023-10-08,fall,residential,very_high,medium,india,112,4.1,16,0.54,2.89,1
Hummus Plate,"lemon, vegetables, onion, tahini, olive oil, garlic, herbs",Lucknow India,fast_food,mediterranean,appetizer,7.54,budget,baked,very_hot,"vegetarian,keto,paleo",42,,2022-09-28,fall,downtown,medium,low,india,465,4.5,119,0.48,3.49,1
Butter Chicken Poutine,"vegetables, herbs, garlic, chicken, cream",London UK,cafe,fusion,main_course,15.19,mid_range,fried,medium,"vegan,dairy_free,high_protein",29,,2022-09-05,fall,suburban,high,high,europe,160,4.1,32,0.58,6.1,1
Aloo Tikki,"chickpeas, yogurt, garlic, oil, herbs, butter, mint chutney",Kochi India,casual_dining,indian_street_food,side_dish,10.27,budget,roasted,mild,none,29,,2022-07-02,summer,downtown,medium,medium,india,272,4.3,37,0.5,4.27,1
Chicken 65,"ginger garlic, noodles, butter, salt, cornflour, cream",Chicago IL,cafe,indo_chinese,side_dish,10.24,mid_range,roasted,mild,"high_protein,keto",14,,2022-08-23,summer,suburban,high,medium,north_america,106,4.7,17,0.47,4.97,1
Aloo Gobi,"cream, onions, lemon, basmati rice, pepper, tomatoes",Ahmedabad India,casual_dining,north_indian,appetizer,14.68,mid_range,grilled,very_hot,none,27,,2023-09-01,fall,business_district,high,medium,india,362,4.6,42,0.43,8.01,1
Classic Chicken Parmesan,"herbs, oregano, onion, lime, lemon, oil",Lucknow India,food_truck,italian,dessert,7.95,budget,sauteed,very_hot,paleo,21,,2023-01-19,winter,business_district,medium,low,india,90,4.1,25,0.53,4.13,1
Chilli Chicken,"garlic, pepper, vegetables, salt",Kochi India,cafe,indo_chinese,beverage,15.82,mid_range,grilled,medium,low_carb,34,,2022-02-04,winter,residential,medium,medium,india,152,4.3,21,0.37,9.24,1
Rajasthani Thali,"vegetables, butter, red meat, yogurt, onions",Miami FL,casual_dining,rajasthani,side_dish,13.98,budget,fried,hot,none,10,,2022-07-14,summer,residential,medium,high,north_america,311,4.3,74,0.45,6.46,1
Khandvi,"salt, hing, besan, jaggery, butter, coriander, herbs",Miami FL,food_truck,gujarati,appetizer,3.15,budget,roasted,mild,none,41,,2022-08-30,summer,suburban,medium,high,north_america,114,4.2,26,0.56,1.48,1
Kung Pao Chicken,"soy sauce, chicken, cream, spices, seasonings",Los Angeles CA,fast_food,chinese,side_dish,11.19,budget,steamed,medium,"nut_free,gluten_free,dairy_free",43,,2023-05-23,spring,downtown,high,high,north_america,331,4.5,40,0.62,4.15,1
Fried Rice,"noodles, butter, lime, seasonings, cream, garlic, oil",Goa India,fast_food,chinese,side_dish,7.81,budget,grilled,mild,"low_carb,dairy_free",15,,2022-04-24,spring,business_district,low,medium,india,438,3.9,108,0.47,4.64,1
Premium Gobi Manchurian,"garlic, rice, ginger garlic, butter, vegetables",Mumbai India,fast_food,indo_chinese,beverage,6.43,budget,raw,mild,none,26,,2024-01-25,winter,business_district,very_high,medium,india,442,4.1,74,0.47,3.77,1
Dal Makhani,"butter, oil, chicken, coriander, paneer, onion, lemon, spices",Los Angeles CA,fast_food,north_indian,side_dish,7.3,budget,fried,mild,"nut_free,dairy_free,vegetarian",42,,2022-12-31,winter,residential,high,high,north_america,664,4.1,98,0.56,2.73,1
Classic Thalipeeth,"garlic, ginger garlic, lime, vegetables, onions",San Francisco CA,fast_food,maharashtrian,dessert,8.1,budget,baked,very_hot,"nut_free,mild",34,,2023-09-23,fall,downtown,high,high,north_america,270,4.6,80,0.61,3.68,1
Baklava,"cream, olives, lemon, tahini, spices",Birmingham UK,fast_food,mediterranean,side_dish,7.2,budget,roasted,medium,"paleo,vegan,nut_free",40,,2023-03-10,spring,residential,high,medium,europe,421,4.1,108,0.46,3.97,1
Chicken Parmesan,"salt, butter, oregano, chicken, lemon, seasonings, pepper",Delhi India,food_truck,italian,dessert,3.46,budget,baked,medium,none,23,,2022-12-21,winter,tourist_area,very_high,medium,india,180,4.4,26,0.55,1.5,1
Grilled Salmon,"lemon, tahini, spices, feta cheese, chickpeas, salt, oil, onion",Austin TX,casual_dining,mediterranean,dessert,10.42,budget,raw,hot,keto,29,,2022-06-11,summer,business_district,medium,medium,north_america,330,4.7,59,0.43,5.6,1
Khaman,"lemon, jaggery, cumin seeds, vegetables, coriander, cream, salt",Chennai India,fast_food,gujarati,dessert,7.06,budget,raw,mild,"gluten_free,keto",19,,2023-03-23,spring,business_district,high,medium,india,389,4.2,68,0.46,3.54,1
Rajasthani Thali,"oil, butter, dried berries, red chilies",Austin TX,casual_dining,rajasthani,main_course,24.5,mid_range,sauteed,mild,mild,11,,2022-01-08,winter,tourist_area,medium,medium,north_america,277,4.0,54,0.56,9.61,1
Signature Vada Pav,"coconut, herbs, oil, jaggery, onion, garlic",Vancouver Canada,casual_dining,maharashtrian,main_course,21.56,mid_range,sauteed,very_hot,"paleo,mild,nut_free",23,,2023-04-12,spring,residential,medium,high,north_america,236,4.3,54,0.38,11.82,1
Modak,"green chilies, garlic, onions, salt, ginger garlic, herbs, besan",Toronto Canada,fast_food,maharashtrian,main_course,5.29,budget,sauteed,medium,"dairy_free,gluten_free",18,,2022-04-16,spring,downtown,high,high,north_america,466,4.5,103,0.48,2.79,1
Signature Bhapa Ilish,"prawns, potatoes, fish, lime",Lucknow India,food_truck,bengali,beverage,6.71,budget,steamed,mild,"paleo,mild",11,,2023-04-24,spring,tourist_area,medium,low,india,94,4.3,21,0.39,3.69,1
Aloo Tikki,"sev, tamarind chutney, spices, lemon",Los Angeles CA,fast_food,indian_street_food,dessert,10.76,budget,grilled,very_hot,"high_protein,paleo,spicy",24,,2023-03-14,spring,suburban,high,high,north_america,321,3.9,78,0.5,4.52,1
Fried Rice,"lime, oil, vinegar, herbs, salt, spices, lemon",Jaipur India,fine_dining,indo_chinese,beverage,61.39,luxury,steamed,medium,dairy_free,36,,2022-01-22,winter,tourist_area,medium,low,india,133,4.3,30,0.55,23.18,1
Mumbai Street Food,"salt, besan, ginger garlic, oil, potatoes",Kochi India,cafe,maharashtrian,appetizer,8.38,budget,sauteed,medium,"paleo,high_protein",23,,2022-02-25,winter,downtown,medium,medium,india,108,4.0,31,0.38,4.64,1
Sushi Burger,"specialty sauces, fusion spices, mixed vegetables, herbs, pepper, tomato, lemon",San Francisco CA,fine_dining,fusion,side_dish,36.29,upscale,steamed,medium,mild,42,,2023-04-15,spring,residential,high,high,north_america,133,5.0,36,0.47,18.31,1
Tabbouleh,"oregano, vegetables, spices, herbs, cucumbers, chickpeas",Birmingham UK,fine_dining,mediterranean,beverage,55.56,luxury,raw,mild,"dairy_free,vegetarian,mild",37,,2022-10-26,fall,downtown,high,medium,europe,72,5.0,8,0.59,27.13,1
Tikka Masala Pasta,"oil, lemon, mixed vegetables, garlic, fusion spices, onion, pasta, specialty sauces",Leicester UK,fine_dining,fusion,appetizer,42.57,luxury,fried,medium,"gluten_free,paleo",29,,2024-02-29,winter,tourist_area,medium,medium,europe,118,4.5,16,0.54,20.67,1
Modak,"ginger garlic, lemon, lime, besan",Seattle WA,fine_dining,maharashtrian,dessert,52.53,luxury,roasted,very_hot,none,15,,2022-01-14,winter,downtown,medium,high,north_america,153,4.8,22,0.52,30.34,1
Chef's Dal Makhani,"basmati rice, onion, spices, paneer, red chili powder",Austin TX,cafe,north_indian,beverage,13.77,mid_range,fried,medium,"low_carb,spicy",30,,2023-09-18,fall,residential,medium,medium,north_america,189,3.9,30,0.38,9.14,1
Chole Tikki,"sev, mint chutney, chickpeas, onion",Vancouver Canada,fast_food,indian_street_food,beverage,5.73,budget,raw,mild,paleo,21,,2022-12-12,winter,residential,medium,high,north_america,464,4.5,72,0.53,2.47,1
Sushi Burger,"bun, spices, creative proteins, fusion spices, herbs, oil, tomato",Ahmedabad India,fine_dining,fusion,main_course,54.46,luxury,sauteed,medium,"gluten_free,keto,mild",36,,2023-10-27,fall,suburban,high,medium,india,89,4.9,17,0.5,27.12,1
Hot and Sour Soup,"garlic, vinegar, vegetables, ginger garlic, broth, cream",Bangalore India,fine_dining,indo_chinese,dessert,68.33,luxury,baked,medium,"vegan,mild",33,,2024-01-01,winter,business_district,high,medium,india,82,5.0,22,0.46,33.86,1
Masala Dosa,"rice, butter, tamarind, urad dal, lentils, fish",Seattle WA,fast_food,south_indian,side_dish,6.41,budget,steamed,very_hot,"mild,gluten_free,low_carb",35,,2022-06-04,summer,downtown,medium,high,north_america,567,3.9,136,0.48,3.76,1
Signature Tabbouleh,"herbs, tahini, cucumbers, olives, feta cheese, cream",Chicago IL,cafe,mediterranean,appetizer,6.88,budget,sauteed,hot,"gluten_free,spicy",29,,2023-01-04,winter,tourist_area,high,medium,north_america,192,4.0,50,0.52,3.53,1
Tabbouleh,"herbs, garlic, onion, chickpeas",Jaipur India,food_truck,mediterranean,beverage,4.37,budget,sauteed,mild,"dairy_free,vegan",29,,2022-11-08,fall,tourist_area,medium,low,india,197,4.1,23,0.4,2.48,1
Greek Salad,"salt, garlic, oregano, tahini",Kochi India,casual_dining,mediterranean,beverage,17.8,mid_range,steamed,mild,mild,23,,2023-03-12,spring,tourist_area,medium,medium,india,282,4.7,43,0.55,6.51,1
Schezwan Fried Rice,"cornflour, onion, bell peppers, spring onions, ginger garlic, herbs, seasonings, noodles",Kolkata India,food_truck,indo_chinese,appetizer,7.75,budget,baked,hot,high_protein,10,,2022-09-30,fall,downtown,very_high,medium,india,132,4.1,30,0.5,3.41,1
Fafda Jalebi,"coconut, salt, butter, lime, herbs, besan, turmeric, coriander",Miami FL,casual_dining,gujarati,side_dish,18.76,mid_range,roasted,hot,none,21,,2023-10-07,fall,tourist_area,medium,high,north_america,160,4.5,27,0.51,7.66,1
House Special Coconut Rice,"fish, vegetables, tamarind, pepper, spices, oil",Birmingham UK,fast_food,south_indian,side_dish,6.58,budget,steamed,medium,vegetarian,21,,2023-10-05,fall,suburban,high,medium,europe,307,3.7,40,0.55,3.5,1
Gatte ki Sabzi,"pepper, dried berries, cardamom, red chilies, lime, oil, salt",Goa India,cafe,rajasthani,appetizer,6.77,budget,sauteed,mild,mild,31,,2022-08-13,summer,tourist_area,low,medium,india,196,4.1,55,0.42,3.27,1
Hot and Sour Soup,"soy sauce, lemon, cabbage, pepper, green chilies, cornflour, vinegar",Miami FL,cafe,indo_chinese,side_dish,7.44,budget,baked,hot,"low_carb,nut_free",43,,2023-12-07,winter,business_district,medium,high,north_america,241,4.4,37,0.56,3.6,1
House Special Butter Naan,"ghee, wheat flour, salt, onion, mustard greens, lemon, onions",Kochi India,fine_dining,punjabi,beverage,53.07,luxury,sauteed,hot,none,25,,2023-11-09,fall,tourist_area,medium,medium,india,77,4.7,22,0.61,22.64,1
Butter Chicken Poutine,"salt, garlic, onion, spices, specialty sauces, lime, butter, chicken",Birmingham UK,casual_dining,fusion,side_dish,13.66,budget,fried,medium,"high_protein,nut_free",21,,2022-10-02,fall,tourist_area,high,medium,europe,152,4.4,35,0.59,5.48,1
Premium Bikaneri Bhujia,"lemon, onions, salt, yogurt",Miami FL,cafe,rajasthani,appetizer,4.92,budget,baked,very_hot,low_carb,30,,2022-11-29,fall,tourist_area,medium,high,north_america,112,4.1,22,0.56,1.94,1
House Special Bikaneri Bhujia,"yogurt, beans, herbs, garlic, lemon, onion, spices",Delhi India,food_truck,rajasthani,dessert,6.19,budget,steamed,mild,none,38,,2023-04-30,spring,suburban,very_high,medium,india,148,4.0,30,0.51,2.8,1
Appam,"jaggery, urad dal, herbs, onion, fenugreek, lentils, chana dal, curry leaves",Pune India,fine_dining,south_indian,appetizer,44.57,luxury,fried,very_hot,"nut_free,paleo,low_carb",37,,2022-06-28,summer,tourist_area,high,medium,india,66,4.6,8,0.53,24.57,1
Premium Locho,"herbs, salt, coconut, jaggery, vegetables, onion, oil",Pune India,food_truck,gujarati,side_dish,6.42,budget,baked,very_hot,none,39,,2023-02-18,winter,tourist_area,high,medium,india,85,3.7,17,0.46,2.82,1
Korean BBQ Tacos,"lime, pepper, creative proteins, meat, herbs, garlic, vegetables, specialty sauces",Bangalore India,cafe,fusion,main_course,9.09,budget,fried,hot,"spicy,dairy_free",45,,2024-01-13,winter,business_district,high,medium,india,127,3.8,37,0.55,3.81,1
Chef's Papdi Chaat,"yogurt, lime, garlic, onion, herbs, pepper, onions, oil",San Francisco CA,fine_dining,indian_street_food,beverage,72.1,luxury,roasted,very_hot,none,36,,2023-07-03,summer,tourist_area,high,high,north_america,100,5.0,10,0.64,24.42,1
